,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Sales_sum
7583,Magic Pengel: The Quest for Color,PS2,2002,Role-Playing,0.04,0.03,0.0,0.01,0.08
7584,Magic: The Gathering - Battlegrounds,XB,2003,Strategy,0.12,0.03,0.0,0.01,0.16
7585,Magic: The Gathering - Battlemage,PS,1997,Strategy,0.07,0.05,0.0,0.01,0.13
7586,Magical Starsign (JP sales),DS,2006,Role-Playing,0.0,0.0,0.04,0.0,0.04
7587,Magical Starsign (US sales),DS,2006,Role-Playing,0.16,0.03,0.0,0.0,0.19
7588,Magical Tetris Challenge,N64,1997,Puzzle,0.13,0.02,0.05,0.0,0.2
7589,Magical Vacation,GBA,2001,Role-Playing,0.0,0.0,0.26,0.01,0.27
7590,Magical ZhuZhu Princess: Carriages & Castles,DS,2011,Simulation,0.14,0.04,0.0,0.02,0.2
7591,Magician's Quest: Mysterious Times,DS,2008,Role-Playing,0.04,0.01,0.48,0.0,0.53
7592,Magician's Quest: Town of Magic,3DS,2012,Simulation,0.0,0.0,0.21,0.0,0.21
7593,Magicians Academy,PS2,2007,Role-Playing,0.0,0.0,0.01,0.0,0.01
7594,Magicka,PC,2011,Role-Playing,0.0,0.02,0.0,0.01,0.03
7595,Magicka Collection,PC,2011,Adventure,0.0,0.02,0.0,0.0,0.02
7596,Magna Carta 2,X360,2009,Role-Playing,0.13,0.08,0.07,0.02,0.30000000000000004
7597,Magna Carta Portable,PSP,2006,Role-Playing,0.0,0.0,0.03,0.0,0.03
7598,Magna Carta: Tears of Blood,PS2,2004,Role-Playing,0.11,0.08,0.0,0.03,0.22
7599,Magnetica,DS,2006,Puzzle,0.08,0.01,0.03,0.01,0.13
7600,Mah Jong Quest: Expeditions,DS,2007,Puzzle,0.02,0.26,0.0,0.01,0.29000000000000004
7601,Mahjong,NES,1983,Misc,0.01,0.0,2.13,0.0,2.1399999999999997
7602,Mahjong 300,DS,2011,Puzzle,0.0,0.03,0.0,0.0,0.03
7603,Mahjong 3D: Warriors of the Emperor,3DS,2011,Misc,0.0,0.04,0.0,0.01,0.05
7604,Mahjong Cub3D,3DS,2011,Puzzle,0.07,0.0,0.02,0.0,0.09000000000000001
7605,Mahjong Fight Club,PSP,2004,Misc,0.0,0.0,0.17,0.0,0.17
7606,Mahjong Fight Club DS: Wi-Fi Taiou,DS,2006,Misc,0.0,0.0,0.07,0.0,0.07
7607,Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Misc,0.0,0.0,0.03,0.0,0.03
7608,Mahjong Master,N64,1996,Misc,0.0,0.0,0.09,0.0,0.09
7609,Mahjong Taikai,DS,2004,Misc,0.0,0.0,0.04,0.0,0.04
7610,Mahjong Taikai IV,PS3,2006,Misc,0.0,0.0,0.01,0.0,0.01
7611,Mahjong: Journey Quest for Tikal,DS,2008,Puzzle,0.15,0.03,0.0,0.01,0.19
7612,Mahjongg Mysteries: Ancient Egypt,DS,2010,Puzzle,0.07,0.11,0.0,0.02,0.19999999999999998
7613,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,0.0,0.0,0.03,0.0,0.03
7614,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006,Role-Playing,0.0,0.0,0.02,0.0,0.02
7615,Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007,Fighting,0.0,0.0,0.01,0.0,0.01
7616,Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,2010,Shooter,0.0,0.0,0.12,0.0,0.12
7617,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,2011,Fighting,0.0,0.0,0.12,0.0,0.12
7618,Mahouka Koukou no Rettousei: Out of Order,PSV,2014,Adventure,0.0,0.0,0.06,0.0,0.06
7619,Mai-Otome Hime: Otome Butou Shi,PS2,2006,Fighting,0.0,0.0,0.02,0.0,0.02
7620,Majesty 2 Collection,PC,2011,Strategy,0.0,0.01,0.0,0.0,0.01
7621,Majesty 2: The Fantasy Kingdom Sim,PC,2009,Simulation,0.01,0.0,0.0,0.0,0.01
7622,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008,Misc,0.0,0.0,0.02,0.0,0.02
7623,Majin Tensei,SNES,1994,Role-Playing,0.0,0.0,0.08,0.0,0.08
7624,Majin and the Forsaken Kingdom,PS3,2010,Adventure,0.09,0.14,0.01,0.05,0.29000000000000004
7625,Majin and the Forsaken Kingdom,X360,2010,Adventure,0.14,0.03,0.0,0.01,0.18000000000000002
7626,Major Dream: Major DS Dream Baseball,DS,2008,Sports,0.0,0.0,0.02,0.0,0.02
7627,Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008,Sports,0.0,0.0,0.01,0.0,0.01
7628,Major League Baseball 2K10,DS,2010,Sports,0.14,0.0,0.0,0.01,0.15000000000000002
7629,Major League Baseball 2K10,PS2,2010,Sports,0.11,0.09,0.0,0.03,0.23
7630,Major League Baseball 2K10,PS3,2010,Sports,0.17,0.0,0.0,0.01,0.18000000000000002
7631,Major League Baseball 2K10,PSP,2010,Sports,0.06,0.0,0.0,0.0,0.06
7632,Major League Baseball 2K10,Wii,2010,Sports,0.25,0.0,0.0,0.02,0.27
7633,Major League Baseball 2K10,X360,2010,Sports,0.47,0.0,0.0,0.04,0.51
7634,Major League Baseball 2K11,DS,2011,Sports,0.09,0.0,0.0,0.01,0.09999999999999999
7635,Major League Baseball 2K11,PC,2011,Sports,0.06,0.01,0.0,0.01,0.07999999999999999
7636,Major League Baseball 2K11,PS2,2011,Sports,0.02,0.02,0.0,0.01,0.05
7637,Major League Baseball 2K11,PS3,2011,Sports,0.15,0.03,0.0,0.02,0.19999999999999998
7638,Major League Baseball 2K11,PSP,2011,Sports,0.05,0.0,0.0,0.0,0.05
7639,Major League Baseball 2K11,Wii,2011,Sports,0.15,0.0,0.0,0.01,0.16
7640,Major League Baseball 2K11,X360,2011,Sports,0.4,0.03,0.0,0.03,0.4600000000000001
7641,Major League Baseball 2K12,DS,2012,Sports,0.08,0.0,0.0,0.01,0.09
7642,Major League Baseball 2K12,PC,2012,Sports,0.04,0.0,0.0,0.0,0.04
7643,Major League Baseball 2K12,PS3,2012,Sports,0.18,0.0,0.0,0.01,0.19
7644,Major League Baseball 2K12,PSP,2012,Sports,0.08,0.0,0.0,0.01,0.09
7645,Major League Baseball 2K12,Wii,2012,Sports,0.15,0.0,0.0,0.01,0.16
7646,Major League Baseball 2K12,X360,2012,Sports,0.47,0.0,0.0,0.03,0.5
7647,Major League Baseball 2K13,PS3,2013,Sports,0.14,0.0,0.0,0.01,0.15000000000000002
7648,Major League Baseball 2K13,X360,2013,Sports,0.44,0.0,0.0,0.03,0.47
7649,Major League Baseball 2K5,PS2,2005,Sports,0.72,0.56,0.0,0.19,1.47
7650,Major League Baseball 2K5,XB,2005,Sports,0.52,0.02,0.0,0.02,0.56
7651,Major League Baseball 2K6,GC,2006,Sports,0.13,0.03,0.0,0.0,0.16
7652,Major League Baseball 2K6,PS2,2006,Sports,0.37,0.01,0.0,0.06,0.44
7653,Major League Baseball 2K6,X360,2006,Sports,0.34,0.0,0.0,0.03,0.37
7654,Major League Baseball 2K6,XB,2006,Sports,0.24,0.07,0.0,0.01,0.32
7655,Major League Baseball 2K7,PS2,2007,Sports,0.29,0.23,0.0,0.08,0.6
7656,Major League Baseball 2K7,PS3,2007,Sports,0.23,0.0,0.0,0.02,0.25
7657,Major League Baseball 2K7,PSP,2007,Sports,0.08,0.0,0.0,0.01,0.09
7658,Major League Baseball 2K7,X360,2007,Sports,0.67,0.0,0.0,0.05,0.7200000000000001
7659,Major League Baseball 2K8,PS2,2008,Sports,0.07,0.06,0.0,0.02,0.15
7660,Major League Baseball 2K8,PS3,2008,Sports,0.28,0.0,0.0,0.02,0.30000000000000004
7661,Major League Baseball 2K8,Wii,2008,Sports,0.13,0.0,0.0,0.01,0.14
7662,Major League Baseball 2K8,X360,2008,Sports,0.56,0.0,0.0,0.05,0.6100000000000001
7663,Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,0.11,0.0,0.0,0.01,0.12
7664,Major League Baseball 2K9,PS2,2009,Sports,0.08,0.06,0.0,0.02,0.16
7665,Major League Baseball 2K9,PS3,2009,Sports,0.16,0.0,0.0,0.01,0.17
7666,Major League Baseball 2K9,PSP,2009,Sports,0.08,0.0,0.0,0.01,0.09
7667,Major League Baseball 2K9,Wii,2009,Sports,0.25,0.0,0.0,0.02,0.27
7668,Major League Baseball 2K9,X360,2009,Sports,0.56,0.0,0.0,0.05,0.6100000000000001
7669,Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,0.75,0.03,0.0,0.01,0.79
7670,Major Minor's Majestic March,Wii,2009,Misc,0.05,0.0,0.0,0.0,0.05
7671,Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,0.06,0.05,0.0,0.02,0.13
7672,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,2009,Role-Playing,0.0,0.0,0.01,0.0,0.01
7673,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011,Strategy,0.0,0.0,0.03,0.0,0.03
7674,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,2007,Role-Playing,0.0,0.0,0.03,0.0,0.03
7675,Makai Shin Trillion,PSV,2014,Role-Playing,0.02,0.02,0.06,0.01,0.11
7676,Make 10: A Journey of Numbers,DS,2007,Puzzle,0.0,0.0,0.07,0.0,0.07
7677,Maken Shao: Demon Sword,PS2,2001,Action,0.0,0.0,0.04,0.0,0.04
7678,Making History: The Great War,PSP,2010,Strategy,0.0,0.0,0.12,0.0,0.12
7679,Making History: The Great War,Wii,2010,Strategy,0.0,0.0,0.15,0.0,0.15
7680,Malice,PS2,2004,Platform,0.01,0.01,0.0,0.0,0.02
7681,Malice,XB,2004,Platform,0.01,0.0,0.0,0.0,0.01
7682,Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008,Simulation,0.0,0.0,0.06,0.0,0.06
7683,Mame Goma: Honobo no Nikki,DS,2007,Simulation,0.0,0.0,0.03,0.0,0.03
7684,Mame Goma: Shiro to Kuro no Meikyuu,3DS,2012,Action,0.0,0.0,0.03,0.0,0.03
7685,Mamoru-kun wa Norowarete Shimatta!,X360,2009,Shooter,0.0,0.0,0.01,0.0,0.01
7686,Man vs. Wild,PS3,2010,Action,0.07,0.0,0.0,0.01,0.08
7687,Man vs. Wild,Wii,2011,Action,0.07,0.0,0.0,0.0,0.07
7688,Man vs. Wild,X360,2011,Action,0.09,0.0,0.0,0.01,0.09999999999999999
7689,Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,0.07,0.05,0.05,0.02,0.19
7690,Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,2009,Role-Playing,0.0,0.0,0.02,0.0,0.02
7691,Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,0.03,0.02,0.0,0.01,0.060000000000000005
7692,Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007,Role-Playing,0.0,0.0,0.04,0.0,0.04
7693,Mana Khemia: Student Alliance,PSP,2008,Role-Playing,0.05,0.0,0.03,0.01,0.09
7694,Manhunt,PS2,2003,Action,0.63,0.49,0.0,0.16,1.28
7695,Manhunt,XB,2004,Action,0.14,0.04,0.0,0.01,0.19000000000000003
7696,Manhunt 2,PS2,2007,Action,0.27,0.21,0.0,0.07,0.55
7697,Manhunt 2,PSP,2007,Action,0.04,0.18,0.0,0.1,0.32
7698,Manhunt 2,Wii,2007,Action,0.25,0.23,0.0,0.06,0.54
7699,MapleStory DS,DS,2010,Role-Playing,0.0,0.0,0.03,0.0,0.03
7700,Mappy,NES,1984,Platform,0.0,0.0,0.69,0.0,0.69
7701,Mar Heaven: Karudea no Akuma,DS,2006,Role-Playing,0.0,0.0,0.02,0.0,0.02
7702,Marble Madness / Klax,GBA,2005,Puzzle,0.02,0.01,0.0,0.0,0.03
7703,Marble Saga: Kororinpa,Wii,2009,Puzzle,0.1,0.06,0.0,0.02,0.18
7704,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,0.03,0.02,0.0,0.01,0.060000000000000005
7705,March of the Penguins,DS,2006,Adventure,0.04,0.0,0.0,0.0,0.04
7706,Marginal #4: Idol of Supernova,PSV,2014,Adventure,0.0,0.0,0.01,0.0,0.01
7707,Margot's Word Brain,DS,2008,Puzzle,0.07,0.0,0.0,0.01,0.08
7708,Margot's Word Brain,Wii,2008,Puzzle,0.12,0.0,0.0,0.01,0.13
7709,Marie no Atelier: Salburg no Renkinjutsushi,PS,1997,Role-Playing,0.0,0.0,0.23,0.02,0.25
7710,Marines: Modern Urban Combat,Wii,2010,Shooter,0.03,0.0,0.0,0.0,0.03
7711,Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,2.26,0.48,0.81,0.27,3.82
7712,Mario & Luigi: Dream Team,3DS,2013,Role-Playing,0.89,0.57,0.46,0.13,2.05
7713,Mario & Luigi: Paper Jam,3DS,2015,Role-Playing,0.16,0.3,0.25,0.04,0.75
7714,Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,3DS,2015,Misc,0.0,0.0,0.01,0.0,0.01
7715,Mario & Luigi: Partners in Time,DS,2005,Role-Playing,0.77,0.07,0.43,0.08,1.35
7716,Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,1.48,0.17,0.47,0.06,2.18
7717,Mario & Sonic at the London 2012 Olympic Games,3DS,2012,Sports,0.18,0.64,0.27,0.1,1.1900000000000002
7718,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,1.14,1.91,0.27,0.46,3.78
7719,Mario & Sonic at the Olympic Games,DS,2008,Sports,1.64,2.48,0.44,0.58,5.140000000000001
7720,Mario & Sonic at the Olympic Games,Wii,2007,Sports,2.58,3.9,0.66,0.91,8.05
7721,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,1.22,1.66,0.27,0.38,3.53
7722,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,1.89,1.99,0.22,0.48,4.58
7723,Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016,Action,0.04,0.16,0.24,0.01,0.45
7724,Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016,Action,0.03,0.11,0.1,0.01,0.25
7725,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,0.39,0.22,0.13,0.06,0.8
7726,Mario & Wario,SNES,1993,Puzzle,0.0,0.0,0.49,0.0,0.49
7727,Mario Bros.,2600,1982,Platform,1.48,0.09,0.0,0.02,1.59
7728,Mario Bros.,NES,1983,Platform,0.51,0.12,1.63,0.02,2.28
7729,Mario Golf,GB,1999,Action,0.0,0.0,0.31,0.0,0.31
7730,Mario Golf,N64,1999,Action,0.62,0.18,0.65,0.02,1.4700000000000002
7731,Mario Golf: Advance Tour,GBA,2004,Sports,0.32,0.12,0.0,0.01,0.45
7732,Mario Golf: Toadstool Tour,GC,2003,Sports,1.09,0.15,0.25,0.04,1.53
7733,Mario Golf: World Tour,3DS,2014,Sports,0.15,0.14,0.17,0.03,0.4900000000000001
7734,Mario Hoops 3 on 3,DS,2006,Sports,0.99,0.04,0.49,0.1,1.62
7735,Mario Kart 64,N64,1996,Racing,5.55,1.94,2.23,0.15,9.870000000000001
7736,Mario Kart 7,3DS,2011,Racing,4.74,3.91,2.67,0.89,12.21
7737,Mario Kart 8,WiiU,2014,Racing,3.13,2.07,1.27,0.49,6.959999999999999
7738,Mario Kart DS,DS,2005,Racing,9.81,7.57,4.13,1.92,23.43
7739,Mario Kart Wii,Wii,2008,Racing,15.85,12.88,3.79,3.31,35.830000000000005
7740,Mario Kart: Double Dash!!,GC,2003,Racing,4.12,1.77,0.87,0.19,6.950000000000001
7741,Mario Kart: Super Circuit,GBA,2001,Racing,2.62,1.64,0.99,0.23,5.48
7742,Mario Paint,SNES,1992,Misc,1.43,0.54,0.71,0.07,2.7499999999999996
7743,Mario Party,N64,1998,Misc,1.25,0.53,0.87,0.05,2.6999999999999997
7744,Mario Party 10,WiiU,2015,Misc,0.69,0.5,0.24,0.11,1.54
7745,Mario Party 2,N64,1999,Misc,1.28,0.14,1.08,0.01,2.51
7746,Mario Party 3,N64,2000,Misc,0.72,0.16,1.01,0.02,1.9100000000000001
7747,Mario Party 4,GC,2002,Misc,1.13,0.36,0.92,0.07,2.4799999999999995
7748,Mario Party 5,GC,2003,Misc,0.97,0.33,0.73,0.06,2.0900000000000003
7749,Mario Party 6,GC,2004,Misc,0.9,0.11,0.6,0.05,1.66
7750,Mario Party 7,GC,2005,Misc,0.95,0.11,0.46,0.04,1.56
7751,Mario Party 8,Wii,2007,Misc,3.81,2.3,1.58,0.73,8.42
7752,Mario Party 9,Wii,2012,Misc,1.15,1.17,0.76,0.24,3.3200000000000003
7753,Mario Party Advance,GBA,2005,Misc,0.5,0.19,0.28,0.02,0.99
7754,Mario Party DS,DS,2007,Misc,4.46,1.88,1.98,0.7,9.02
7755,Mario Party: Island Tour,3DS,2013,Misc,0.61,0.59,0.55,0.11,1.86
7756,Mario Pinball Land,GBA,2004,Misc,0.5,0.18,0.0,0.01,0.69
7757,Mario Power Tennis,GC,2004,Sports,0.58,0.16,0.46,0.03,1.23
7758,Mario Sports Mix,Wii,2010,Sports,0.9,0.45,0.63,0.13,2.11
7759,Mario Strikers Charged,Wii,2007,Sports,1.07,1.06,0.24,0.25,2.62
7760,Mario Super Sluggers,Wii,2008,Sports,1.51,0.0,0.29,0.12,1.92
7761,Mario Superstar Baseball,GC,2005,Sports,0.93,0.24,0.25,0.04,1.46
7762,Mario Tennis,GB,2000,Sports,0.5,0.18,0.44,0.06,1.18
7763,Mario Tennis,N64,2000,Sports,0.78,0.4,1.06,0.07,2.31
7764,Mario Tennis,Wii,2010,Sports,0.0,0.06,0.0,0.01,0.06999999999999999
7765,Mario Tennis Open,3DS,2012,Sports,0.26,0.29,0.33,0.05,0.9300000000000002
7766,Mario Tennis Ultra Smash,WiiU,2015,Sports,0.13,0.16,0.13,0.03,0.45000000000000007
7767,Mario Tennis: Power Tour,GBA,2005,Sports,0.24,0.09,0.19,0.01,0.53
7768,Mario no Super Picross,SNES,1995,Puzzle,0.0,0.0,0.41,0.0,0.41
7769,Mario vs. Donkey Kong,GBA,2004,Puzzle,0.68,0.25,0.21,0.02,1.1600000000000001
7770,Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,0.74,0.03,0.36,0.07,1.2
7771,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,1.63,0.52,0.35,0.18,2.68
7772,Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,0.0,0.0,0.06,0.0,0.06
7773,Mario vs. Donkey Kong: Tipping Stars,WiiU,2015,Puzzle,0.0,0.0,0.01,0.0,0.01
7774,Mario's Picross,GB,1995,Puzzle,0.0,0.0,0.62,0.0,0.62
7775,Mark Davis Pro Bass Challenge,PS2,2002,Sports,0.09,0.07,0.0,0.02,0.18
7776,Marker Man Adventures,DS,2009,Platform,0.02,0.0,0.0,0.0,0.02
7777,Marriage Royale: Prism Story,PSP,2010,Adventure,0.0,0.0,0.05,0.0,0.05
7778,Martian Gothic: Unification,PS,2001,Adventure,0.06,0.04,0.0,0.01,0.11
7779,Martian Panic,Wii,2010,Adventure,0.08,0.0,0.0,0.0,0.08
7780,Marvel Avengers: Battle for Earth,WiiU,2012,Action,0.07,0.04,0.0,0.01,0.12000000000000001
7781,Marvel Avengers: Battle for Earth,X360,2012,Action,0.02,0.0,0.0,0.0,0.02
7782,Marvel Nemesis: Rise of the Imperfects,DS,2005,Fighting,0.08,0.0,0.0,0.01,0.09
7783,Marvel Nemesis: Rise of the Imperfects,GC,2005,Fighting,0.3,0.08,0.0,0.01,0.39
7784,Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,0.64,0.02,0.0,0.1,0.76
7785,Marvel Nemesis: Rise of the Imperfects,PSP,2005,Fighting,0.29,0.0,0.0,0.03,0.31999999999999995
7786,Marvel Nemesis: Rise of the Imperfects,XB,2005,Fighting,0.21,0.06,0.0,0.01,0.28
7787,Marvel Super Hero Squad,DS,2009,Fighting,0.37,0.02,0.0,0.03,0.42000000000000004
7788,Marvel Super Hero Squad,PS2,2009,Fighting,0.14,0.11,0.0,0.04,0.29
7789,Marvel Super Hero Squad,PSP,2009,Fighting,0.17,0.02,0.0,0.02,0.21
7790,Marvel Super Hero Squad,Wii,2009,Fighting,0.31,0.03,0.0,0.03,0.37
7791,Marvel Super Hero Squad: Comic Combat,PS3,2011,Action,0.11,0.07,0.0,0.03,0.21
7792,Marvel Super Hero Squad: Comic Combat,Wii,2011,Action,0.15,0.03,0.0,0.01,0.19
7793,Marvel Super Hero Squad: Comic Combat,X360,2011,Action,0.13,0.04,0.0,0.01,0.18000000000000002
7794,Marvel Super Hero Squad: The Infinity Gauntlet,3DS,2011,Action,0.07,0.02,0.0,0.01,0.1
7795,Marvel Super Hero Squad: The Infinity Gauntlet,DS,2010,Action,0.17,0.03,0.0,0.02,0.22
7796,Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010,Action,0.12,0.03,0.0,0.02,0.16999999999999998
7797,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,Action,0.22,0.04,0.0,0.02,0.28
7798,Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,Action,0.12,0.02,0.0,0.01,0.15
7799,Marvel Super Heroes,PS,1997,Fighting,0.19,0.13,0.0,0.02,0.34
7800,Marvel Super Heroes,SAT,1997,Fighting,0.0,0.0,0.06,0.0,0.06
7801,Marvel Super Heroes vs. Street Fighter,PS,1998,Fighting,0.14,0.1,0.0,0.02,0.26
7802,Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010,Action,0.0,0.01,0.0,0.0,0.01
7803,Marvel Trading Card Game,DS,2007,Misc,0.11,0.0,0.0,0.01,0.12
7804,Marvel vs. Capcom 2: New Age of Heroes,DC,2000,Fighting,0.0,0.0,0.14,0.0,0.14
7805,Marvel vs. Capcom 2: New Age of Heroes,PS2,2002,Fighting,0.31,0.24,0.13,0.08,0.76
7806,Marvel vs. Capcom 2: New Age of Heroes,XB,2002,Fighting,0.09,0.03,0.01,0.0,0.13
7807,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,0.81,0.29,0.11,0.14,1.35
7808,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Fighting,0.79,0.18,0.03,0.07,1.07
7809,Marvel vs. Capcom Origins,PS2,2006,Fighting,0.11,0.08,0.02,0.03,0.24
7810,Marvel vs. Capcom: Clash of Super Heroes,DC,1999,Fighting,0.0,0.0,0.1,0.0,0.1
7811,Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,0.43,0.3,0.0,0.05,0.78
7812,Marvel: Ultimate Alliance,PC,2006,Role-Playing,0.01,0.0,0.0,0.0,0.01
7813,Marvel: Ultimate Alliance,PS2,2006,Role-Playing,0.69,0.03,0.0,0.11,0.83
7814,Marvel: Ultimate Alliance,PS3,2006,Role-Playing,0.33,0.02,0.0,0.04,0.39
7815,Marvel: Ultimate Alliance,PSP,2006,Role-Playing,0.33,0.0,0.0,0.03,0.36
7816,Marvel: Ultimate Alliance,Wii,2006,Role-Playing,0.37,0.01,0.0,0.03,0.41000000000000003
7817,Marvel: Ultimate Alliance,X360,2006,Role-Playing,2.29,0.02,0.0,0.19,2.5
7818,Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,0.16,0.03,0.0,0.02,0.21
7819,Marvel: Ultimate Alliance 2,PS2,2009,Role-Playing,0.23,0.02,0.0,0.16,0.41000000000000003
7820,Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,0.49,0.16,0.0,0.09,0.74
7821,Marvel: Ultimate Alliance 2,PSP,2009,Role-Playing,0.17,0.04,0.0,0.04,0.25
7822,Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,0.26,0.05,0.0,0.03,0.33999999999999997
7823,Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,0.68,0.15,0.0,0.08,0.91
7824,Mary King's Riding School,DS,2008,Simulation,0.0,0.02,0.0,0.0,0.02
7825,Mary King's Riding School 2,Wii,2009,Simulation,0.0,0.02,0.0,0.0,0.02
7826,Mary-Kate and Ashley: Crush Course,PS,2001,Action,0.08,0.05,0.0,0.01,0.14
7827,Mary-Kate and Ashley: Girls Night Out,GBA,2002,Misc,0.15,0.05,0.0,0.0,0.2
7828,Mary-Kate and Ashley: Magical Mystery Mall,PS,2000,Adventure,0.36,0.24,0.0,0.04,0.64
7829,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,2003,Misc,0.17,0.04,0.0,0.01,0.22000000000000003
7830,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,2002,Misc,0.11,0.08,0.0,0.03,0.22
7831,Mary-Kate and Ashley: Winners Circle,PS,2001,Action,0.08,0.05,0.0,0.01,0.14
7832,Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011,Adventure,0.0,0.0,0.03,0.0,0.03
7833,Mass Destruction,PS,1997,Shooter,0.06,0.04,0.0,0.01,0.11
7834,Mass Effect,PC,2008,Role-Playing,0.0,0.59,0.0,0.09,0.6799999999999999
7835,Mass Effect,X360,2007,Role-Playing,1.83,0.8,0.03,0.27,2.9299999999999997
7836,Mass Effect 2,PC,2010,Role-Playing,0.01,0.32,0.0,0.07,0.4
7837,Mass Effect 2,PS3,2011,Role-Playing,0.78,0.47,0.03,0.2,1.48
7838,Mass Effect 2,X360,2010,Role-Playing,1.99,0.82,0.03,0.27,3.11
7839,Mass Effect 3,PC,2012,Role-Playing,0.4,0.44,0.0,0.13,0.9700000000000001
7840,Mass Effect 3,PS3,2012,Role-Playing,0.63,0.59,0.03,0.21,1.46
7841,Mass Effect 3,WiiU,2012,Role-Playing,0.14,0.11,0.0,0.02,0.27
7842,Mass Effect 3,X360,2012,Role-Playing,1.94,0.86,0.03,0.24,3.0699999999999994
7843,Mass Effect Trilogy,PC,2012,Action,0.09,0.16,0.0,0.03,0.28
7844,Mass Effect Trilogy,PS3,2012,Action,0.37,0.0,0.0,0.04,0.41
7845,Mass Effect Trilogy,X360,2012,Action,0.28,0.1,0.0,0.03,0.41000000000000003
7846,Master Jin Jin's IQ Challenge,DS,2006,Misc,0.13,0.0,0.0,0.01,0.14
7847,Master of Illusion,DS,2006,Puzzle,0.16,0.0,0.26,0.01,0.43000000000000005
7848,Master of Monsters: Disciples of Gaia,PS,1997,Strategy,0.02,0.01,0.0,0.0,0.03
7849,Master of the Monster Lair,DS,2007,Role-Playing,0.1,0.0,0.0,0.01,0.11
7850,Mat Hoffman's Pro BMX,GBA,2001,Sports,0.19,0.07,0.0,0.0,0.26
7851,Mat Hoffman's Pro BMX,PS,2001,Sports,0.3,0.2,0.0,0.04,0.54
7852,Mat Hoffman's Pro BMX 2,GBA,2002,Sports,0.11,0.04,0.0,0.0,0.15
7853,Mat Hoffman's Pro BMX 2,GC,2002,Sports,0.03,0.01,0.0,0.0,0.04
7854,Mat Hoffman's Pro BMX 2,PS2,2002,Sports,0.23,0.18,0.0,0.06,0.47000000000000003
7855,Mat Hoffman's Pro BMX 2,XB,2002,Sports,0.15,0.04,0.0,0.01,0.2
7856,Mata Hari: Betrayal is only a Kiss Away,PC,2008,Adventure,0.0,0.02,0.0,0.0,0.02
7857,Match 3 Madness,DS,2010,Puzzle,0.0,0.05,0.0,0.01,0.060000000000000005
7858,Matchbox Cross Town Heroes,GBA,2002,Racing,0.12,0.04,0.0,0.0,0.16
