,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales
9446,NeverDead,X360,2012,Shooter,0.06,0.03,0.0,0.01
9447,Neverland Card Battles,PSP,2008,Role-Playing,0.04,0.0,0.0,0.01
9448,Neverwinter Nights,PC,2002,Role-Playing,0.0,0.03,0.0,0.01
9449,Neverwinter Nights 2,PC,2006,Role-Playing,0.0,0.02,0.0,0.0
9450,Neverwinter Nights 2: Mask of the Betrayer,PC,2007,Role-Playing,0.0,0.01,0.0,0.0
9451,Neverwinter Nights Diamond,PC,2004,Role-Playing,0.0,0.02,0.0,0.0
9452,New Atelier Rorona: Hajimari no Monogatari,3DS,2015,Action,0.0,0.0,0.02,0.0
9453,New Carnival Games,DS,2010,Misc,0.16,0.05,0.0,0.02
9454,New Carnival Games,Wii,2010,Misc,0.35,0.21,0.0,0.05
9455,New International Track & Field,DS,2008,Sports,0.07,0.0,0.0,0.01
9456,New Interpretation Stranger of Sword City,PSV,2016,Role-Playing,0.0,0.0,0.01,0.0
9457,New Legends,XB,2002,Action,0.07,0.02,0.0,0.0
9458,New Love Plus,3DS,2012,Simulation,0.0,0.0,0.19,0.0
9459,New Play Control! Donkey Kong Jungle Beat,Wii,2008,Platform,0.24,0.17,0.14,0.05
9460,New Play Control! Mario Power Tennis,Wii,2009,Sports,0.37,0.69,0.28,0.14
9461,New Play Control! Pikmin,Wii,2008,Strategy,0.29,0.14,0.19,0.04
9462,New Play Control! Pikmin 2,Wii,2009,Strategy,0.11,0.14,0.33,0.02
9463,New Prince of Tennis: Go to the Top,3DS,2015,Action,0.0,0.0,0.05,0.0
9464,New Super Luigi U,WiiU,2013,Platform,1.27,0.62,0.18,0.16
9465,New Super Mario Bros.,DS,2006,Platform,11.38,9.23,6.5,2.9
9466,New Super Mario Bros. 2,3DS,2012,Platform,3.66,3.07,2.47,0.63
9467,New Super Mario Bros. U,WiiU,2012,Platform,2.32,1.3,1.27,0.31
9468,New Super Mario Bros. Wii,Wii,2009,Platform,14.59,7.06,4.7,2.26
9469,New Tokyo Legacy: Operation Babel,PSV,2015,Role-Playing,0.0,0.0,0.03,0.0
9470,"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010,Sports,0.12,0.02,0.0,0.01
9471,Next Generation of Chaos,PS2,2002,Role-Playing,0.0,0.0,0.05,0.0
9472,"Ni Hao, Kai-lan: New Year's Celebration",DS,2009,Misc,0.19,0.0,0.0,0.01
9473,"Ni Hao, Kai-lan: Super Game Day",PS2,2009,Misc,0.04,0.03,0.0,0.01
9474,"Ni Hao, Kai-lan: Super Game Day",Wii,2009,Misc,0.18,0.0,0.0,0.01
9475,Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,0.6,0.51,0.21,0.23
9476,NiGHTS into dreams...,PS2,2008,Platform,0.0,0.0,0.01,0.0
9477,NiGHTS into dreams...,SAT,1996,Platform,0.0,0.0,0.43,0.0
9478,NiGHTS: Journey of Dreams,Wii,2007,Platform,0.33,0.03,0.04,0.03
9479,Nichibeikan Pro Yakyuu: Final League,PS2,2002,Sports,0.0,0.0,0.07,0.0
9480,Nichibutsu Arcade Classics,SNES,1995,Misc,0.0,0.0,0.28,0.0
9481,NickToons: Racing,GBA,2002,Racing,0.19,0.07,0.0,0.0
9482,NickToons: Racing,PS,2001,Racing,0.09,0.06,0.0,0.01
9483,Nickelodeon Dance,Wii,2011,Misc,0.23,0.01,0.0,0.02
9484,Nickelodeon Dance,X360,2011,Misc,0.08,0.02,0.0,0.01
9485,Nickelodeon Fit,Wii,2010,Sports,0.78,0.09,0.0,0.06
9486,Nickelodeon Party Blast,GC,2002,Misc,0.19,0.05,0.0,0.01
9487,Nickelodeon Party Blast,XB,2002,Misc,0.16,0.05,0.0,0.01
9488,Nickelodeon Team Umizoomi,DS,2011,Action,0.45,0.0,0.0,0.03
9489,Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,2004,Misc,0.46,0.17,0.0,0.01
9490,Nicktoons Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,0.16,0.06,0.0,0.0
9491,Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,2005,Misc,0.01,0.01,0.0,0.0
9492,Nicktoons: Attack of the Toybots,DS,2007,Platform,0.04,0.0,0.0,0.0
9493,Nicktoons: Attack of the Toybots,PS2,2007,Platform,0.24,0.19,0.0,0.06
9494,Nicktoons: Attack of the Toybots,Wii,2007,Platform,0.4,0.0,0.0,0.03
9495,Nicktoons: Battle for Volcano Island,DS,2006,Action,0.28,0.0,0.0,0.02
9496,Nicktoons: Freeze Frame Frenzy,GBA,2004,Action,0.29,0.11,0.0,0.01
9497,Nicktoons: MLB,DS,2011,Sports,0.1,0.0,0.0,0.01
9498,Nicktoons: MLB,Wii,2011,Sports,0.15,0.0,0.0,0.01
9499,Nicktoons: MLB,X360,2011,Sports,0.12,0.0,0.0,0.01
9500,Nicktoons: Movin',PS2,2004,Action,0.16,0.12,0.0,0.04
9501,Nicktoons: Unite!,DS,2006,Adventure,0.1,0.0,0.0,0.01
9502,Nicktoons: Unite!,GC,2005,Adventure,0.27,0.07,0.0,0.01
9503,Nicktoons: Unite!,PS2,2005,Adventure,0.34,0.01,0.0,0.06
9504,Nicola Kanshuu: Model * Oshare Audition,DS,2010,Misc,0.0,0.0,0.06,0.0
9505,Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,0.0,0.0,0.06,0.0
9506,Nicola Kanshuu: Model Oshare * Audition Platina,3DS,2012,Action,0.0,0.0,0.08,0.0
9507,NieR,PS3,2010,Role-Playing,0.17,0.2,0.2,0.07
9508,NieR,X360,2010,Role-Playing,0.13,0.1,0.04,0.02
9509,Night Head: The Labyrinth,PS,1995,Adventure,0.0,0.0,0.03,0.0
9510,Night Warriors: Darkstalkers' Revenge,SAT,1995,Fighting,0.0,0.0,0.34,0.0
9511,Night Wizard the Video Game: Denial of the World,PS2,2008,Adventure,0.0,0.0,0.02,0.0
9512,Night at the Museum: Battle of the Smithsonian,DS,2009,Action,0.12,0.18,0.0,0.04
9513,Night at the Museum: Battle of the Smithsonian,Wii,2009,Action,0.17,0.13,0.0,0.03
9514,Night at the Museum: Battle of the Smithsonian,X360,2009,Action,0.07,0.03,0.0,0.01
9515,NightCaster,XB,2002,Action,0.1,0.03,0.0,0.0
9516,NightCaster II: Equinox,XB,2002,Action,0.03,0.01,0.0,0.0
9517,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,1996,Misc,0.0,0.0,0.02,0.0
9518,Nightmare Creatures,N64,1996,Action,0.21,0.05,0.0,0.0
9519,Nightmare Creatures,PS,1997,Action,0.35,0.24,0.0,0.04
9520,Nightmare Creatures II,PS,2000,Action,0.09,0.06,0.0,0.01
9521,Nights of Azure,PS4,2015,Action,0.03,0.02,0.0,0.01
9522,Nightshade,PS2,2003,Action,0.06,0.04,0.0,0.01
9523,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,2009,Misc,0.0,0.0,0.1,0.0
9524,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,2005,Misc,0.0,0.0,0.04,0.0
9525,Nike+ Kinect Training,X360,2012,Sports,0.02,0.02,0.0,0.0
9526,Niko Puchi Girls Runway,3DS,2015,Misc,0.0,0.0,0.02,0.0
9527,Nikoli's Pencil Puzzle,3DS,2011,Puzzle,0.05,0.03,0.0,0.01
9528,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,0.0,0.0,0.02,0.0
9529,Ninja Assault,PS2,2002,Shooter,0.05,0.04,0.0,0.01
9530,Ninja Blade,X360,2009,Action,0.14,0.14,0.02,0.03
9531,Ninja Gaiden,XB,2004,Action,0.92,0.2,0.07,0.04
9532,Ninja Gaiden 3,PS3,2012,Action,0.19,0.1,0.11,0.05
9533,Ninja Gaiden 3,WiiU,2012,Action,0.15,0.03,0.0,0.02
9534,Ninja Gaiden 3,X360,2012,Action,0.16,0.05,0.03,0.02
9535,Ninja Gaiden Black,XB,2005,Action,0.07,0.02,0.0,0.0
9536,Ninja Gaiden II,X360,2008,Action,0.65,0.22,0.05,0.1
9537,Ninja Gaiden Sigma,PS3,2007,Action,0.57,0.33,0.09,0.16
9538,Ninja Gaiden Sigma,PSV,2012,Action,0.13,0.06,0.04,0.04
9539,Ninja Gaiden Sigma 2,PS3,2009,Action,0.52,0.16,0.08,0.1
9540,Ninja Gaiden Sigma 2,PSV,2013,Action,0.0,0.0,0.01,0.0
9541,Ninja Gaiden: Dragon Sword,DS,2008,Action,0.17,0.02,0.02,0.02
9542,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986,Platform,0.0,0.0,1.5,0.0
9543,Ninja Reflex,DS,2008,Action,0.09,0.0,0.0,0.01
9544,Ninja Reflex,Wii,2008,Action,0.11,0.01,0.0,0.01
9545,Ninja Warriors,SNES,1993,Action,0.0,0.0,0.07,0.0
9546,Ninja: Shadow of Darkness,PS,1998,Action,0.21,0.14,0.0,0.02
9547,Ninjabread Man,Wii,2007,Action,0.07,0.0,0.0,0.01
9548,Ninjatown,DS,2008,Strategy,0.12,0.0,0.0,0.01
9549,Ninokuni: Shikkoku no Madoushi,DS,2010,Role-Playing,0.0,0.0,0.54,0.0
9550,Nintendo Land,WiiU,2012,Misc,2.55,1.11,0.46,0.33
9551,Nintendo Presents: Crossword Collection,DS,2009,Puzzle,0.0,0.21,0.0,0.02
9552,Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015,Misc,0.01,0.61,0.02,0.04
9553,Nintendo World Cup,NES,1990,Sports,0.28,0.5,0.65,0.05
9554,Nintendogs,DS,2005,Simulation,9.07,11.0,1.93,2.75
9555,Nintendogs + cats,3DS,2011,Simulation,1.44,1.37,0.73,0.27
9556,Nintendogs and Cats Golden Retriever and New Friends,3DS,2011,Action,0.0,0.01,0.0,0.0
9557,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998,Sports,0.0,0.0,0.12,0.0
9558,Nippon no Asoko de,PSP,2008,Misc,0.0,0.0,0.03,0.0
9559,Nisekoi: Yomeiri!?,PSV,2014,Adventure,0.0,0.0,0.03,0.0
9560,Nisenochigiri,PSP,2010,Adventure,0.0,0.0,0.02,0.0
9561,Nisenochigiri: Omoide no Saki e,PSP,2011,Adventure,0.0,0.0,0.03,0.0
9562,Nishijin Pachinko Monogatari 2,SNES,1996,Misc,0.0,0.0,0.03,0.0
9563,Nitrobike,Wii,2008,Racing,0.11,0.01,0.0,0.01
9564,Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015,Fighting,0.0,0.0,0.01,0.0
9565,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,0.01,0.0,0.02,0.0
9566,No Fate! Only the Power of Will,X360,2010,Adventure,0.0,0.0,0.01,0.0
9567,No Fear Downhill Mountain Biking,PS,1998,Sports,0.07,0.05,0.0,0.01
9568,No Man's Sky,PS4,2016,Action,0.58,0.74,0.02,0.26
9569,No More Heroes,Wii,2007,Action,0.3,0.17,0.04,0.05
9570,No More Heroes 2: Desperate Struggle,Wii,2010,Action,0.21,0.12,0.04,0.03
9571,No More Heroes: Heroes' Paradise,PS3,2010,Action,0.1,0.04,0.04,0.02
9572,No More Heroes: Heroes' Paradise,X360,2010,Action,0.0,0.0,0.02,0.0
9573,No More Heroes: Red Zone,PS3,2011,Action,0.0,0.0,0.09,0.0
9574,No One Can Stop Mr. Domino!,PS,1998,Misc,0.04,0.03,0.0,0.0
9575,No Rules: Get Phat,GBA,2001,Action,0.03,0.01,0.0,0.0
9576,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,1999,Sports,0.0,0.0,0.3,0.02
9577,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000,Sports,0.0,0.0,0.14,0.01
9578,Nobunaga no Yabou DS,DS,2006,Strategy,0.0,0.0,0.01,0.0
9579,Nobunaga no Yabou DS 2,DS,2008,Strategy,0.0,0.0,0.03,0.0
9580,Nobunaga no Yabou Online: Houou no Shou,PS3,2012,Strategy,0.0,0.0,0.01,0.0
9581,Nobunaga no Yabou: Haouden,SNES,1993,Strategy,0.3,0.0,0.32,0.0
9582,Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,2008,Strategy,0.0,0.0,0.03,0.0
9583,Nobunaga no Yabou: Ranseiki,PS2,2002,Strategy,0.0,0.0,0.13,0.0
9584,Nobunaga no Yabou: Reppuuden,PS,1999,Strategy,0.0,0.0,0.19,0.01
9585,Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011,Strategy,0.0,0.0,0.02,0.0
9586,Nobunaga no Yabou: Souzou,PS3,2013,Strategy,0.0,0.0,0.19,0.0
9587,Nobunaga no Yabou: Souzou,PS4,2014,Strategy,0.0,0.0,0.06,0.0
9588,Nobunaga no Yabou: Tendou,PS3,2010,Strategy,0.0,0.0,0.13,0.0
9589,Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011,Strategy,0.0,0.0,0.07,0.0
9590,Nobunaga no Yabou: Tenshoki,SAT,1995,Strategy,0.0,0.0,0.11,0.0
9591,Nobunaga no Yabou: Tenshoki,SNES,1996,Strategy,0.0,0.0,0.17,0.0
9592,Nobunaga's Ambition (3DS),3DS,2013,Simulation,0.0,0.0,0.04,0.0
9593,Nobunaga's Ambition II,3DS,2015,Strategy,0.0,0.0,0.04,0.0
9594,Nobunaga's Ambition: Iron Triangle,PS2,2006,Strategy,0.04,0.03,0.0,0.01
9595,Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,0.0,0.0,0.08,0.0
9596,Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,0.03,0.0,0.0,0.01
9597,Nobunaga's Ambition: Sphere of Influence,PSV,2014,Strategy,0.0,0.0,0.05,0.0
9598,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016,Misc,0.0,0.0,0.03,0.0
9599,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016,Misc,0.0,0.0,0.04,0.0
9600,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,0.0,0.0,0.04,0.0
9601,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015,Strategy,0.0,0.0,0.02,0.0
9602,Nodame Cantabile,DS,2007,Misc,0.0,0.0,0.1,0.0
9603,Nodame Cantabile,PS2,2007,Misc,0.0,0.0,0.01,0.0
9604,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010,Misc,0.0,0.0,0.02,0.0
9605,Noddy in Toyland,DS,2011,Misc,0.0,0.05,0.0,0.01
9606,"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",PS2,2008,Adventure,0.0,0.0,0.02,0.0
9607,Nonomura Byoin no Hitobito,SAT,1996,Adventure,0.0,0.0,0.36,0.0
9608,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011,Role-Playing,0.0,0.0,0.05,0.0
9609,Norn + Nonette: Last Era,PSV,2015,Action,0.0,0.0,0.01,0.0
9610,Norn9: Norn + Nonette,PSP,2013,Adventure,0.0,0.0,0.04,0.0
9611,Norse by Norsewest: The Return of the Lost Vikings,PS,1997,Action,0.04,0.03,0.0,0.0
9612,North American Hunting Extravaganza,Wii,2008,Sports,0.33,0.0,0.0,0.03
9613,North American Hunting Extravaganza 2,Wii,2010,Sports,0.03,0.0,0.0,0.0
9614,Nostalgia,DS,2008,Role-Playing,0.16,0.0,0.02,0.01
9615,Nounai Aeshe: IQ Suppli DS,DS,2006,Misc,0.0,0.0,0.3,0.0
9616,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,2007,Misc,0.0,0.0,0.05,0.0
9617,Nova Usagi no Game de Ryuugaku!? DS,DS,2007,Misc,0.0,0.0,0.01,0.0
9618,Novastorm,PS,1995,Shooter,0.02,0.02,0.0,0.0
9619,Now! That's What I Call Music: Dance & Sing,Wii,2011,Misc,0.0,0.18,0.0,0.04
9620,Nuclear Strike,PS,1997,Simulation,0.66,0.45,0.0,0.08
9621,Nuclear Strike 64,N64,1999,Simulation,0.09,0.02,0.0,0.0
9622,Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011,Fighting,0.0,0.0,0.02,0.0
9623,Nyaruko-San: Nafushigatai Game no You na Mono,PSV,2013,Adventure,0.0,0.0,0.01,0.0
9624,O.D.T.: Escape... Or Die Trying,PS,1997,Adventure,0.07,0.05,0.0,0.01
9625,O.M.G. 26 - Our Mini Games,DS,2007,Puzzle,0.02,0.0,0.0,0.0
9626,OK! Puzzle Stars,DS,2010,Puzzle,0.0,0.06,0.0,0.01
9627,OZMAFIA!! -vivace-,PSV,2015,Adventure,0.0,0.0,0.03,0.0
9628,Obscure,PS2,2004,Adventure,0.03,0.03,0.0,0.01
9629,Obscure,XB,2004,Adventure,0.03,0.01,0.0,0.0
9630,Obscure: The Aftermath,PSP,2009,Action,0.05,0.03,0.0,0.02
9631,Obscure: The Aftermath,Wii,2008,Action,0.12,0.0,0.0,0.01
9632,Ocean Commander,Wii,2009,Simulation,0.02,0.0,0.0,0.0
9633,Ochaken no Heya DS,DS,2006,Simulation,0.0,0.0,0.12,0.0
9634,Ochaken no Heya DS 2,DS,2007,Simulation,0.0,0.0,0.09,0.0
9635,Octomania,Wii,2007,Puzzle,0.06,0.0,0.0,0.0
9636,Odama,GC,2006,Misc,0.07,0.02,0.02,0.0
9637,Oddworld: Abe's Exoddus,PS,1998,Platform,0.55,0.38,0.0,0.06
9638,Oddworld: Abe's Oddysee,PS,1997,Platform,0.75,0.44,0.0,0.06
9639,Oddworld: Munch's Oddysee,GBA,2003,Platform,0.04,0.02,0.0,0.0
9640,Oddworld: Munch's Oddysee,XB,2001,Platform,0.54,0.16,0.0,0.03
9641,Oddworld: Stranger's Wrath,XB,2005,Adventure,0.19,0.06,0.0,0.01
9642,Odin Sphere,PS2,2007,Role-Playing,0.23,0.18,0.09,0.06
9643,Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,0.01,0.02,0.03,0.01
9644,Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,0.06,0.03,0.07,0.02
9645,Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,0.02,0.03,0.08,0.02
9646,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010,Adventure,0.0,0.0,0.05,0.0
9647,Off Road Challenge,N64,1998,Racing,0.27,0.06,0.0,0.0
9648,Off-Road Drive,PC,2011,Racing,0.0,0.03,0.0,0.01
9649,Off-World Interceptor Extreme,PS,1995,Racing,0.09,0.06,0.0,0.01
9650,Ogre Battle 64: Person of Lordly Caliber,N64,1999,Role-Playing,0.1,0.02,0.25,0.04
9651,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996,Role-Playing,0.06,0.04,0.09,0.01
9652,Ogre Battle Series: Tactics Ogre,PS,1997,Role-Playing,0.04,0.03,0.0,0.01
9653,Oil Rush,PC,2012,Strategy,0.0,0.02,0.0,0.0
9654,Ojyousama Express,PS,1998,Strategy,0.0,0.0,0.06,0.0
9655,Ojyousama Express,SAT,1998,Strategy,0.0,0.0,0.03,0.0
9656,Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009,Adventure,0.0,0.0,0.14,0.0
9657,Okage: Shadow King,PS2,2001,Role-Playing,0.14,0.11,0.08,0.04
9658,Okami,PS2,2006,Action,0.11,0.03,0.15,0.34
9659,Okami,PS3,2012,Action,0.0,0.0,0.14,0.0
9660,Okami,Wii,2008,Action,0.45,0.1,0.04,0.05
9661,OkamiDen,DS,2010,Adventure,0.25,0.07,0.13,0.03
9662,Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011,Adventure,0.0,0.0,0.02,0.0
9663,Olympic Hockey 98,N64,1998,Sports,0.05,0.01,0.0,0.0
9664,Olympic Soccer: Atlanta 1996,PS,1996,Sports,0.03,0.02,0.0,0.0
9665,Olympic Summer Games: Atlanta 1996,PS,1996,Sports,0.06,0.04,0.0,0.01
9666,Omega Boost,PS,1999,Shooter,0.17,0.11,0.2,0.03
9667,Omega Quintet,PS4,2014,Role-Playing,0.0,0.0,0.02,0.0
9668,Omerta: City of Gangsters,PS3,2011,Simulation,0.52,0.46,0.0,0.17
9669,Omerta: City of Gangsters,X360,2011,Simulation,0.42,0.23,0.0,0.06
9670,One Piece Mansion,PS,2001,Action,0.01,0.01,0.0,0.0
9671,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii,2008,Adventure,0.0,0.07,0.19,0.01
9672,One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,2009,Action,0.0,0.1,0.17,0.02
9673,One Piece Unlimited Cruise SP,3DS,2011,Action,0.0,0.0,0.3,0.0
9674,One Piece: Burning Blood,PS4,2016,Fighting,0.1,0.08,0.07,0.04
9675,One Piece: Burning Blood,PSV,2016,Fighting,0.0,0.03,0.07,0.01
9676,One Piece: Burning Blood,XOne,2016,Fighting,0.03,0.01,0.0,0.0
9677,One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,0.0,0.0,0.01,0.0
9678,One Piece: Gear Spirit,DS,2007,Fighting,0.0,0.0,0.08,0.0
9679,One Piece: Gigant Battle 2 Shin Sekai,DS,2011,Fighting,0.0,0.0,0.35,0.0
9680,One Piece: Gigant Battle!,DS,2010,Fighting,0.0,0.0,0.36,0.0
9681,One Piece: Grand Battle!,PS,2001,Fighting,0.0,0.0,0.46,0.03
9682,One Piece: Pirate Warriors,PS3,2012,Action,0.01,0.24,0.86,0.09
9683,One Piece: Pirate Warriors 2,PS3,2013,Action,0.0,0.2,0.42,0.07
9684,One Piece: Pirate Warriors 2,PSV,2013,Action,0.0,0.0,0.12,0.0
9685,One Piece: Pirate Warriors 3,PS3,2015,Action,0.0,0.09,0.19,0.01
9686,One Piece: Pirate Warriors 3,PS4,2015,Action,0.08,0.22,0.1,0.05
9687,One Piece: Pirate Warriors 3,PSV,2015,Action,0.0,0.07,0.13,0.02
9688,One Piece: Romance Dawn - Bouken no Yoake,3DS,2013,Fighting,0.0,0.0,0.08,0.0
9689,One Piece: Romance Dawn - Bouken no Yoake,PSP,2012,Fighting,0.0,0.0,0.32,0.0
9690,One Piece: Super Grand Battle! X,3DS,2014,Fighting,0.0,0.0,0.12,0.0
9691,One Piece: Unlimited Adventure,Wii,2007,Adventure,0.07,0.0,0.11,0.01
9692,One Piece: Unlimited World Red,3DS,2013,Action,0.05,0.04,0.28,0.01
9693,One Piece: Unlimited World Red,PS3,2014,Action,0.09,0.12,0.06,0.05
9694,One Piece: Unlimited World Red,PSV,2014,Action,0.06,0.04,0.04,0.03
9695,One Piece: Unlimited World Red,WiiU,2014,Action,0.0,0.04,0.02,0.0
9696,Onechanbara Special,PSP,2011,Action,0.0,0.0,0.02,0.0
9697,Onechanbara Z Kagura,PS3,2013,Action,0.0,0.0,0.03,0.0
9698,Onechanbara Z Kagura,X360,2012,Action,0.0,0.0,0.03,0.0
9699,Onechanbara Z2: Chaos,PS4,2014,Action,0.13,0.02,0.04,0.04
9700,Onechanbara: Bikini Samurai Squad,X360,2006,Action,0.11,0.01,0.0,0.01
9701,Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,0.11,0.0,0.0,0.01
9702,Oni,PS2,2001,Action,0.26,0.2,0.0,0.07
9703,Onigokko! Portable,PSP,2013,Adventure,0.0,0.0,0.01,0.0
9704,Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,0.62,0.44,1.06,0.13
9705,Onimusha 3: Demon Siege,PS2,2004,Action,0.37,0.47,0.54,0.07
9706,Onimusha Essentials,PS2,2008,Action,0.07,0.05,0.0,0.02
9707,Onimusha Tactics,GBA,2003,Strategy,0.06,0.02,0.0,0.0
9708,Onimusha: Blade Warriors,PS2,2003,Fighting,0.06,0.05,0.0,0.02
9709,Onimusha: Dawn of Dreams,PS2,2006,Action,0.15,0.12,0.34,0.04
9710,Online Chess Kingdoms,PSP,2006,Misc,0.01,0.0,0.0,0.0
9711,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012,Adventure,0.0,0.0,0.03,0.0
9712,Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007,Misc,0.0,0.0,0.04,0.0
9713,Ontamarama,DS,2007,Action,0.05,0.0,0.0,0.0
9714,Ookami Kakushi,PSP,2009,Action,0.0,0.0,0.04,0.0
9715,Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008,Adventure,0.0,0.0,0.04,0.0
9716,Ookami to Koushinryou: Omiowataru Kaze,DS,2009,Adventure,0.0,0.0,0.02,0.0
9717,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,0.0,0.0,0.03,0.0
9718,Open Season,DS,2006,Platform,0.12,0.0,0.0,0.01
9719,Open Season,GC,2006,Platform,0.13,0.03,0.0,0.0
9720,Open Season,PS2,2006,Platform,0.01,0.01,0.0,0.0
9721,Open Season,PSP,2006,Platform,0.07,0.0,0.0,0.01
9722,Open Season,Wii,2006,Platform,0.06,0.0,0.0,0.01
9723,Open Season,X360,2006,Platform,0.1,0.0,0.0,0.01
9724,Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,0.04,0.01,0.06,0.02
9725,Operation Armored Liberty,GBA,2003,Action,0.19,0.07,0.0,0.0
9726,Operation Darkness,X360,2007,Role-Playing,0.07,0.0,0.0,0.0
9727,Operation Flashpoint: Dragon Rising,PC,2009,Shooter,0.01,0.03,0.0,0.01
9728,Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,0.23,0.46,0.05,0.17
9729,Operation Flashpoint: Dragon Rising,X360,2009,Shooter,0.36,0.45,0.02,0.1
9730,Operation Flashpoint: Elite,XB,2005,Shooter,0.03,0.01,0.0,0.0
9731,Operation Flashpoint: Red River,PC,2011,Shooter,0.01,0.04,0.0,0.01
9732,Operation Flashpoint: Red River,PS3,2011,Shooter,0.06,0.15,0.07,0.05
9733,Operation Flashpoint: Red River,X360,2011,Shooter,0.1,0.15,0.01,0.03
9734,Operation: Vietnam,DS,2007,Shooter,0.06,0.0,0.0,0.0
9735,Opoona,Wii,2007,Role-Playing,0.08,0.0,0.01,0.01
9736,Option Tuning Car Battle,PS,1998,Racing,0.0,0.0,0.09,0.01
9737,Orcs & Elves,DS,2007,Role-Playing,0.06,0.0,0.0,0.01
9738,Order Up!,Wii,2008,Misc,0.19,0.01,0.0,0.02
9739,Order Up!!,3DS,2011,Action,0.0,0.01,0.0,0.0
9740,Order Up!!,PS3,2011,Action,0.04,0.01,0.0,0.01
9741,Order of War,PC,2009,Strategy,0.0,0.01,0.0,0.0
9742,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013,Simulation,0.0,0.0,0.04,0.0
9743,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011,Adventure,0.0,0.0,0.15,0.0
9744,Ore no Shikabane o Koete Yuke,PSP,2011,Role-Playing,0.0,0.0,0.2,0.0
9745,Ore no Yome: Anata Dake no Hanayome,X360,2010,Adventure,0.0,0.0,0.02,0.0
9746,Ore wa Shoujo Mangaka,PSP,2012,Action,0.0,0.0,0.02,0.0
9747,Orega Kantoku Da! Gekitou Pennant Race,PS2,2000,Sports,0.0,0.0,0.08,0.0
9748,Oreshika: Tainted Bloodlines,PSV,2014,Role-Playing,0.0,0.0,0.15,0.0
9749,Original Frisbee Disc Sports: Ultimate & Golf,DS,2007,Action,0.01,0.0,0.0,0.0
